device_type,device_id,aircraft_model,registration,cn,tracked,identified,aircraft_type
F,4B4338,AS 350,HB-ZLW,AZE,Y,Y,4
I,4B4339,Cabri G2,HB-ZLX,HLA,Y,Y,4
I,4B433E,AS 350,HB-ZMC,SWH,Y,Y,4
I,4B4341,Robinson R22,HB-ZMF,MFL,Y,Y,4
I,4B4342,Robinson R44,HB-ZMG,,Y,Y,4
I,4B4343,EC 120,HB-ZMH,ALI,Y,Y,4
I,4B4344,AS 350,HB-ZMI,HBE,Y,Y,4
I,4B4347,AS 350,HB-ZML,RFU,Y,Y,4
I,4B4348,Robinson R44,HB-ZMM,AHB,Y,Y,4
I,4B434B,Robinson R22,HB-ZMP,HSI,Y,Y,4
I,4B4350,AS 350,HB-ZMU,HBE,Y,Y,4
I,4B4352,Robinson R66,HB-ZMW,VAL,Y,Y,4
I,4B4354,AS 350,HB-ZMY,HBE,Y,Y,4
I,4B4356,AS 350,HB-ZNA,AGL,Y,Y,4
I,4B4358,AS 350,HB-ZNC,HLI,Y,Y,4
I,4B4359,AS 350,HB-ZND,SWH,Y,Y,4
I,4B435A,Robinson R22,HB-ZNE,AHB,Y,Y,4
I,4B435D,AS 350,HB-ZNH,SWH,Y,Y,4
I,4B435E,AS 350,HB-ZNI,SWH,Y,Y,4
I,4B4362,EC 130,HB-ZNM,SWH,Y,Y,4
I,4B4365,AS 350,HB-ZNP,HLI,Y,Y,4
I,4B4366,AS 350,HB-ZNQ,SWH,Y,Y,4
I,4B4367,AS 350,HB-ZNR,AGL,Y,Y,4
I,4B436C,Bell 407,HB-ZNW,ALI,Y,Y,4
I,4B4370,Cabri G2,HB-ZOA,SWH,Y,Y,4
I,4B4371,Robinson R22,HB-ZOB,MFL,Y,Y,4
I,4B4372,Robinson R44,HB-ZOC,FEI,Y,Y,4
I,4B437A,Robinson R66,HB-ZOK,MFL,Y,Y,4
I,4B4380,Cabri G2,HB-ZOQ,HLA,Y,Y,4
F,4B4388,AS 350,HB-ZOY,AZE,Y,Y,4
F,4B4389,Helicopter,HB-ZOZ,AZE,Y,Y,4
F,4B438B,AS 350,HB-ZPB,AZE,Y,Y,4
I,4B438E,Robinson R44,HB-ZPE,ALP,Y,Y,4
I,4B438F,AS 350,HB-ZPF,AHB,Y,Y,4
I,4B4390,Robinson R22,HB-ZPG,ALP,Y,Y,4
I,4B4391,Cabri G2,HB-ZPH,SWH,Y,Y,4
I,4B4392,EC 130,HB-ZPI,SWH,Y,Y,4
F,4B4394,,,,N,N,4
I,4B439B,AS 350,HB-ZPR,,Y,Y,4
I,4B439D,AS 350,HB-ZPT,SWH,Y,Y,4
I,4B439F,Robinson R66,HB-ZPV,SCO,Y,Y,4
I,4B43A3,Bell 206,HB-ZPZ,AHB,Y,Y,4
I,4B43AA,BK 117,HB-ZQG,RGA,Y,Y,4
I,4B43AB,BK 117,HB-ZQH,RGA,Y,Y,4
I,4B43AC,BK 117,HB-ZQI,RGA,Y,Y,4
I,4B43AD,BK 117,HB-ZQJ,RGA,Y,Y,4
I,4B43AF,BK 117,HB-ZQL,RGA,Y,Y,4
I,4B43B0,BK 117,HB-ZQM,RGA,Y,Y,4
I,4B43B1,BK 117,HB-ZQN,RGA,Y,Y,4
I,4B43BA,BK 117,HB-ZQM,RGA,Y,Y,4
I,4B43BE,BK 117,HB-ZRA,RGA,Y,Y,4
I,4B43BF,BK 117,HB-ZRB,RGA,Y,Y,4
I,4B43C0,BK 117,HB-ZRC,RGA,Y,Y,4
I,4B43C1,BK 117,HB-ZRD,RGA,Y,Y,4
I,4B43C2,BK 117,HB-ZRE,RGA,Y,Y,4
I,4B43C3,BK 117,HB-ZRF,RGA,Y,Y,4
I,4B43C7,AS 350,HB-ZRJ,RGA,Y,Y,4
I,4B43C8,EC 135,HB-ZRK,AGL,Y,Y,4
I,4B43C9,HU 369,HB-ZRL,LAS,Y,Y,4
I,4B43CB,A 109,HB-ZRN,RGA,Y,Y,4
I,4B43CC,EC 120,HB-ZRO,HLA,Y,Y,4
I,4B43CD,A 109,HB-ZRP,RGA,Y,Y,4
I,4B43CE,A 109,HB-ZRQ,RGA,Y,Y,4
I,4B43CF,A 109,HB-ZRR,RGA,Y,Y,4
I,4B43D0,A 109,HB-ZRS,RGA,Y,Y,4
I,4B43D1,A 109,HB-ZRT,RGA,Y,Y,4
I,4B43D2,A 109,HB-ZRU,RGA,Y,Y,4
I,4B43D4,A 109,HB-ZRW,RGA,Y,Y,4
I,4B43D5,A 109,HB-ZRX,RGA,Y,Y,4
I,4B43D6,A 109,HB-ZRY,RGA,Y,Y,4
I,4B43D7,A 109,HB-ZRZ,RGA,Y,Y,4
I,4B43D8,Robinson R44,HB-ZSA,VAL,Y,Y,4
I,4B43D9,Robinson R66,HB-ZSB,,Y,Y,4
I,4B43DA,Robinson R44,HB-ZSC,VAL,Y,Y,4
I,4B43DB,Robinson R22,HB-ZSD,GHS,Y,Y,4
I,4B43E0,,,,N,N,4
I,4B43E1,EC 135,HB-ZSJ,AAA,Y,Y,4
I,4B43E5,,,,N,N,4
I,4B43E6,AS 350,HB-ZSO,FOC,Y,Y,4
I,4B43E8,Helicopter,HB-ZSQ,SCO,Y,Y,4
I,4B43E9,HU 369,HB-ZSR,RFU,Y,Y,4
F,4B43EC,Helicopter,HB-ZSU,AZE,Y,Y,4
I,4B43F0,AS 350,HB-ZSY,HLA,Y,Y,4
I,4B43F3,A 109,HB-ZTB,ASA,Y,Y,4
I,4B43F4,Robinson R44,HB-ZTC,CHC,Y,Y,4
I,4B43F5,Robinson R44,HB-ZTD,ALP,Y,Y,4
I,4B43F7,Robinson R44,HB-ZTF,,Y,Y,4
I,4B43FD,Helicopter,HB-ZTL,ZTL,Y,Y,4
I,4B43FF,EC 130,HB-ZTN,,Y,Y,4
I,4B4400,AS 350,HB-ZTO,SWH,Y,Y,4
I,4B4401,Robinson R66,HB-ZTP,CHC,Y,Y,4
I,4B4405,Cabri G2,HB-ZTT,HLT,Y,Y,4
I,4B4408,K1200,HB-ZTW,ZTW,Y,Y,4
I,4B4409,Robinson R44,HB-ZTX,,Y,Y,4
I,4B440A,Cabri G2,HB-ZTY,HLA,Y,Y,4
I,4B4410,EC 135,HB-ZUE,ZUE,Y,Y,4
I,4B441D,Robinson R66,HB-ZUR,RFU,Y,Y,4
I,4B441F,AS 350,HB-ZUT,AGL,Y,Y,4
I,4B4425,AS 350,HB-ZUZ,BEO,Y,Y,4
I,4B4427,Robinson R44,HB-ZVB,VAL,Y,Y,4
I,4B4428,Robinson R66,HB-ZVC,VAL,Y,Y,4
I,4B442A,AS 350,HB-ZVE,SWH,Y,Y,4
I,4B442C,A 109,HB-ZVG,ZVG,Y,Y,4
F,4B4438,AS 350,HB-ZVS,AZE,Y,Y,4
I,4B443A,AS 350,HB-ZVU,,Y,Y,4
F,4B443C,Robinson R44,HB-ZVW,VAL,Y,Y,4
I,4B443E,A 109,HB-ZSM,ZSM,Y,Y,4
I,4B443F,Robinson R66,HB-ZVZ,SCO,Y,Y,4
I,4B4441,EC 120,HB-ZWB,RFU,Y,Y,4
I,4B4442,Helicopter,HB-ZWC,HSI,Y,Y,4
I,4B4444,Helicopter,HB-ZWE,MFL,Y,Y,4
I,4B4447,Helicopter,HB-ZWH,ALP,Y,Y,4
I,4B4449,Robinson R44,HB-ZWJ,MFL,Y,Y,4
I,4B444A,Robinson R66,HB-ZWK,ZWK,Y,Y,4
I,4B444D,Robinson R44,HB-ZWN,ALP,Y,Y,4
I,4B444F,Robinson R22,HB-ZWP,CHC,Y,Y,4
I,4B4451,Bell 206,HB-ZWR,RFU,Y,Y,4
I,4B4453,AS 350,HB-ZWT,ZWT,Y,Y,4
I,4B445C,Helicopter,HB-ZXC,KOP,Y,Y,4
I,4B4474,AS 350,HB-ZYA,,Y,Y,4
I,4B4476,EC 120,HB-ZYC,SWH,Y,Y,4
I,4B447E,Robinson R22,HB-ZYK,HSI,Y,Y,4
I,4B4480,HU 369,HB-ZYM,,Y,Y,4
I,4B4482,Robinson R44,HB-ZYO,HSI,Y,Y,4
I,4B4483,Robinson R22,HB-ZYP,HSI,Y,Y,4
I,4B4485,Robinson R44,HB-ZYR,RFU,Y,Y,4
I,4B4487,Robinson R66,HB-ZYT,,Y,Y,4
I,4B448C,Cabri G2,HB-ZYY,HLT,Y,Y,4
I,4B448D,Cabri G2,HB-ZYZ,SWH,Y,Y,4
I,4B457B,Unknown,HB-212,212,Y,Y,6
F,4B45DE,DG-808 B,HB-2366,PM,Y,Y,1
I,4B461D,OldTimer,HB-374,,Y,Y,1
I,4B4695,OldTimer,HB-494,,Y,Y,1
I,4B46BF,Ka-6 cr,HB-536,,Y,Y,1
I,4B4718,Ka-6 cr,HB-625,625,Y,Y,1
I,4B4733,Ka-7,HB-652,652,Y,Y,1
I,4B473E,Ka-8,D-2663,,Y,Y,1
I,4B4766,Ka-6 cr,HB-703,,Y,Y,1
I,4B477B,Ka-2,HB-724,,Y,Y,1
I,4B47A1,Diamant,HB-762,Y,Y,Y,1
F,4B47A6,Slingsby Skylark 4,HB-767,767,Y,Y,1
F,4B47BC,Ka-6 cr,HB-789,K6,Y,Y,1
F,4B47D2,Ka-8,22,22,Y,Y,1
I,4B47E3,Ka-8,HB-828,828,Y,Y,1
I,4B4802,Elfe S4,HB-859,859,Y,Y,1
I,4B4834,Glasflugel H301,HB-909,PY,Y,Y,1
I,4B4856,Ka-8,HB-943,943,Y,Y,1
I,4B485C,Libelle Std,HB949,LI,Y,Y,1
F,4B4897,ASW-15,G-DBEN,O8,Y,Y,1
I,4B48B3,Libelle Std,HB-1036,WL,Y,Y,1
I,4B48CC,LS-1 d,HB-1061,01,Y,Y,1
F,4B48F4,Pilatus B4,12,,Y,Y,1
F,4B48FB,Pilatus B4,19,,Y,Y,1
O,4B4943,VSO-10,OK-0526,C9,Y,Y,1
I,4B494F,Libelle Std,HB-1192,D4,Y,Y,1
F,4B4978,Cirrus Std,HB-1233,88,Y,Y,1
I,4B498B,Pilatus B4,HB-1252,52,Y,Y,1
F,4B498E,Pilatus B4,66,66,Y,Y,1
I,4B499B,Libelle Club,HB-1268,AU,Y,Y,1
I,4B49A6,Twin Astir II,EC-NCV,T47,Y,Y,1
I,4B49B7,,,,Y,N,1
I,4B49C9,Pilatus B4,HB-1314,H14,Y,Y,1
I,4B49EE,Astir CS,HB-1351,D1,Y,Y,1
I,4B49F0,LS-3,HB-1353,LL,Y,Y,1
F,4B49FB,Towplane,G-FLAX,,Y,Y,2
I,4B4A29,DG-200,HB-1410,US,Y,Y,1
I,4B4A35,ASW-19,HB-1422,,Y,Y,1
F,4B4A50,ASW-20,HB-1449,CU,Y,Y,1
F,4B4A5F,DG-100,HB-1464,DP,Y,Y,1
I,4B4A6D,ASW-19,HB-1478,,Y,Y,1
F,4B4A88,Pilatus B4,HB-1505,505,Y,Y,1
F,4B4AA8,ASW-19,HB-1537,W,Y,Y,1
I,4B4AB1,Nimbus 2 C,HB-1546,QB,Y,Y,1
I,4B4AB6,LS-4,HB-1551,N4,Y,Y,1
I,4B4AB9,ASK-21,HB-1554,,Y,Y,1
F,4B4AC2,Twin Astir II,HB-1563,WH,Y,Y,1
F,4B4ADC,ASK-21,HB-1589,,Y,Y,1
F,4B4ADD,ASK-21,HB-1590,FS1,Y,Y,1
F,4B4ADE,ASK-21,HB-1591,FS2,Y,Y,1
I,4B4AE2,LS-4,HB-1595,V8,Y,Y,1
I,4B4AF7,DG-100,HB-1616,X6,Y,Y,1
I,4B4AFD,ASK-21,HB-1622,H22,Y,Y,1
F,4B4AFE,ASW-20,OK-1623,NW,Y,Y,1
I,4B4B04,ASK-21,HB-1629,,Y,Y,1
F,4B4B05,ASK-21,HB-1630,CQ,Y,Y,1
F,4B4B07,ASK-21,HB-1632,ASK,Y,Y,1
I,4B4B08,LS-4,D-1639,WW,Y,Y,1
F,4B4B12,LS-4,HB-1643,C9,Y,Y,1
I,4B4B18,ASK-21,HB-1649,AJ,Y,Y,1
I,4B4B1D,ASK-21,HB-1654,,Y,Y,1
F,4B4B1E,LS-4,HB-1655,9D,Y,Y,1
I,4B4B23,ASW-20,HB-1660,J5,Y,Y,1
F,4B4B24,Nimbus 3,HB1661,JF,Y,Y,1
F,4B4B29,Pegase,HB-1666,66,Y,Y,1
I,4B4B2C,ASK-21,HB-1669,KH,Y,Y,1
F,4B4B30,LS-4,HB-1673,WG,Y,Y,1
I,4B4B3C,ASK-21,HB-1685,N6,Y,Y,1
I,4B4B3D,LS-4,HB-1686,3B,Y,Y,1
F,4B4B41,ASK-21,HB-1690,,Y,Y,1
F,4B4B48,Twin Astir II,HB-1697,H97,Y,Y,1
F,4B4B4A,ASK-21,AA,AA,Y,Y,1
I,4B4B4B,ASK-21,HB-1700,XY,Y,Y,1
F,4B4B59,ASW-19,9A-GTR,HR2,Y,Y,1
I,4B4B5A,LS-4,HB-1715,1D,Y,Y,1
I,4B4B6F,DG-300,HB-1736,,Y,Y,1
F,4B4B78,DG-300,HB-1745,RM,Y,Y,1
I,4B4B7A,LS-4,HB-1747,2B,Y,Y,1
F,4B4B7E,DG-300,HB-1751,S4,Y,Y,1
I,4B4B7F,DG-300,HB-1752,YB,Y,Y,1
F,4B4B80,LS-4,HB-1753,JP,Y,Y,1
I,4B4B82,DG-300,HB-1755,7P,Y,Y,1
I,4B4B83,DG-300,HB-1756,8P,Y,Y,1
F,4B4B85,ASW-20,HB-1758,DF,Y,Y,1
I,4B4B8B,LS-4,HB-1764,,Y,Y,1
F,4B4B8D,ASK-21,HB-1766,766,Y,Y,1
F,4B4B8E,LS-4,LV-EKP,2D,Y,Y,1
I,4B4B94,ASW-19,OK-1773,JK,Y,Y,1
F,4B4B96,ASW-19,D-3434,IC,Y,Y,1
F,4B4B98,Pegase,HB-1777,77,Y,Y,1
F,4B4B99,Twin Astir II,HB-1778,WW,Y,Y,1
I,4B4B9A,ASK-23,HB-1779,,Y,Y,1
F,4B4B9F,ASW-20,HB-1784,HT,Y,Y,1
I,4B4BA7,LS-6,HB-1792,BY,Y,Y,1
F,4B4BAB,ASK-23,HB-1796,,Y,Y,1
I,4B4BAD,ASW-20,HB-1798,5,Y,Y,1
F,4B4BAE,LS-4,K4,K4,Y,Y,1
F,4B4BB5,Discus,HB-1806,W3,Y,Y,1
F,4B4BBA,ASK-21,HB-1811,811,Y,Y,1
F,4B4BC2,DG-300,HB1819,FW,Y,Y,1
I,4B4BC5,Discus,HB-1822,BP,Y,Y,1
F,4B4BC7,LS-4,HB-1824,FG,Y,Y,1
F,4B4BC9,Discus,HB-1826,ZT,Y,Y,1
I,4B4BCA,Discus,HB-1827,6D,Y,Y,1
F,4B4BCD,Discus,HB-1830,IE,Y,Y,1
F,4B4BD2,LS-4,HB-1835,MN,Y,Y,1
I,4B4BD6,ASK-21,HB-1839,SJ,Y,Y,1
F,4B4BD8,DG-300,HB-1841,TU,Y,Y,1
I,4B4BDC,DG-300,HB-1845,3P,Y,Y,1
I,4B4BE7,ASW-19,HB-1856,3S,Y,Y,1
F,4B4BED,ASK-23,HB-1862,,Y,Y,1
F,4B4BF0,LS-4,HB-1865,SK,Y,Y,1
F,4B4BF5,LS-4,HB-1870,FC,Y,Y,1
I,4B4BF6,ASW-20,HB-1871,DF,Y,Y,1
F,4B4BFA,LS-4,HB-1875,CP,Y,Y,1
I,4B4BFE,ASK-23,HB-1879,Z3,Y,Y,1
I,4B4C04,Discus,HB-1885,X7,Y,Y,1
F,4B4C09,ASK-23,HB-1890,,Y,Y,1
F,4B4C0F,Discus,HB-1896,OM,Y,Y,1
I,4B4C11,DG-300,HB-1898,YC,Y,Y,1
I,4B4C1C,LS-4,HB-1909,3D,Y,Y,1
F,4B4C1D,LS-4,B4,B4,Y,Y,1
F,4B4C35,DG-300,HB-1934,BG,Y,Y,1
F,4B4C3B,ASH-25,HB-1940,RC,Y,Y,1
I,4B4C3C,DG-300,HB-1941,BQ,Y,Y,1
F,4B4C3E,DG-300,HB-1943,TL,Y,Y,1
I,4B4C40,Ventus c,HB-1945,945,Y,Y,1
I,4B4C51,ASK-21,HB-1962,1B,Y,Y,1
F,4B4C52,,,,Y,N,1
F,4B4C54,Discus,HB-1965,W4,Y,Y,1
F,4B4C59,ASK-21,HB-1970,-,Y,Y,1
F,4B4C5B,DG-300,HB-1972,WK,Y,Y,1
I,4B4C65,ASK-21,HB-1982,ZH,Y,Y,1
I,4B4C66,DG-300,HB-1983,TP,Y,Y,1
F,4B4C6B,LS-7,HB-1988,i8,Y,Y,1
F,4B4C6D,Discus,HB-1990,X4,Y,Y,1
I,4B4C70,LS-7,HB1993,6F,Y,Y,1
F,4B4C76,Janus C,HB1999,TA,Y,Y,1
I,4B4C98,ASK-16,HB-2033,,Y,Y,1
F,4B4CA4,SF-25,HB-2045,,Y,Y,1
I,4B4CBB,DG-400,HB-2068,VY,Y,Y,1
F,4B4CBD,DG-400,HB-2070,XK,Y,Y,1
I,4B4CC0,DG-400,HB-2073,OU,Y,Y,1
I,4B4CCA,Grob G109,HB-2083,083,Y,Y,2
I,4B4CCB,Grob G109,HB-2084,SGZ,Y,Y,2
I,4B4CCE,Grob G109,HB2087,87,Y,Y,2
I,4B4CD0,DG-400,HB-2089,89,Y,Y,1
F,4B4CD5,Valentin Taifun,HB-2094,,Y,Y,1
F,4B4CDB,Ventus bT,HB-2100,00,Y,Y,1
I,4B4CEB,Ventus ct,HB-2116,RL,Y,Y,1
F,4B4CFB,ASH-25,HB-2132,UM,Y,Y,1
F,4B4D17,Nimbus 3DT,HB2160,N3,Y,Y,1
I,4B4D18,Unknown,LH,LH,Y,Y,6
F,4B4D24,Ventus ct,HB-2173,QN,Y,Y,1
I,4B4D2C,ASW-24,HB-2181,,Y,Y,1
I,4B4D2D,ASW-24,HB-2182,,Y,Y,1
F,4B4D38,Discus,HB-2193,PI,Y,Y,1
F,4B4D39,Discus t,HB-2194,RX,Y,Y,1
I,4B4D3E,Stemme S-10,HB2199,99,Y,Y,1
I,4B4D44,H36 Dimona,HB-2205,05,Y,Y,1
F,4B4D45,Ventus ct,HB-2206,LO,Y,Y,1
F,4B4D56,Ventus cM,HB-2223,AC,Y,Y,1
I,4B4D59,Discus t,HB-2226,X6,Y,Y,1
F,4B4D60,Ventus ct,HB-2233,PR,Y,Y,1
I,4B4D7C,SF-25,HB-2261,H61,Y,Y,1
F,4B4D7E,Ventus 2cxT,HB 2263,WB,Y,Y,1
F,4B4D92,ASH-26 E,HB-2283,XY,Y,Y,1
I,4B4D93,Nimbus 4DM,HB-2284,RR,Y,Y,1
F,4B4D94,DG-500,,N7,Y,Y,1
F,4B4D95,Ventus 2ct,HB-2286,XC,Y,Y,1
I,4B4D97,ASH-26 E,HB-2288,VZ,Y,Y,1
I,4B4D98,Ventus 2ct,HB-2289,FT,Y,Y,1
F,4B4DA0,HK36 Super Dimona,HB-2297,,Y,Y,1
F,4B4DAA,DG-800,HB-2307,HY,Y,Y,1
I,4B4DAD,H36 Dimona,HB-2310,H10,Y,Y,1
F,4B4DB1,HK36 Super Dimona,HB2314,14,Y,Y,1
I,4B4DB4,Ventus 2cM,HB-2317,HB,Y,Y,1
F,4B4DB6,DG-800,HB-2319,ZY,Y,Y,1
F,4B4DB7,DG-800,HB-2320,BW,Y,Y,1
F,4B4DB9,DG-800,HB-2322,JW,Y,Y,1
F,4B4DBC,Ventus 2ct,HB-2325,3M,Y,Y,1
I,4B4DBF,HK36 Super Dimona,HB-2328,,Y,Y,1
I,4B4DC1,ASH-26 E,HB-2330,BC,Y,Y,1
F,4B4DC5,DG-400,HB-2077,CA,Y,Y,1
I,4B4DC6,HK36 Super Dimona,HB-2335,MET,Y,Y,1
F,4B4DC8,Ventus 2ct,HB-2337,"NA",Y,Y,1
F,4B4DC9,H36 Dimona,HB-2338,SDI,Y,Y,1
F,4B4DCA,Nimbus 4DM,HB-2339,WB,Y,Y,1
I,4B4DCB,DG-800,HB-2340,FK,Y,Y,1
I,4B4DCC,DG-808 B,HB-2341,ZM,Y,Y,1
F,4B4DCD,DG-808 B,XI,XI,Y,Y,1
I,4B4DCF,DG-808 B,HB-2344,MQ,Y,Y,1
F,4B4DDA,HK36 Super Dimona,HB-2355,SGS,Y,Y,1
I,4B4DDB,Duo Discus t,HB2356,BSL,Y,Y,1
F,4B4DDF,HK36 Super Dimona,HB-2360,H60,Y,Y,1
I,4B4DE0,IS-28M2,2361,,Y,Y,1
I,4B4DE2,HK36 Super Dimona,HB-2363,363,Y,Y,1
I,4B4DE3,SF-25,HB-2364,CHO,Y,Y,1
I,4B4DE7,DG-808 B,HB-2368,YH,Y,Y,1
F,4B4DE8,DG-808 B,HB-2369,TW,Y,Y,1
I,4B4DEA,Nimbus 4DM,HB2371,N4,Y,Y,1
F,4B4DEB,Nimbus 4DM,HB-2372,XXL,Y,Y,1
I,4B4DEC,HK36 Super Dimona,HB-2373,373,Y,Y,1
F,4B4DEF,HK36 Super Dimona,HB-2376,,Y,Y,1
F,4B4DF0,HK36 Super Dimona,HB-2377,,Y,Y,1
I,4B4DF2,ASH-25 MI,hb-2379,KK,Y,Y,1
F,4B4DF8,,,,N,Y,1
I,4B4E04,ASH-26 E,HB-2397,TF,Y,Y,1
I,4B4E09,Stemme S-10,HB2402,S10,Y,Y,1
I,4B4E0C,Antares 20 E,HB-2405,FU,Y,Y,1
I,4B4E0F,Ventus 2cM,HB-2408,CD,Y,Y,1
F,4B4E13,Antares 20 E,HB2412,F1,Y,Y,1
I,4B4E15,Antares 20 E,HB2414,PO,Y,Y,1
F,4B4E1A,Discus 2cT,HB-2419,PE,Y,Y,1
F,4B4E1B,Nimbus 4,HB-2420,JB,Y,Y,1
I,4B4E1D,SF-25,HB-2422,422,Y,Y,1
F,4B4E1F,Duo Discus xt,HB-2424,SM,Y,Y,1
I,4B4E21,Antares 20 E,HB-2426,XB,Y,Y,1
I,4B4E22,Discus 2cT,HB-2427,KG,Y,Y,1
I,4B4E24,Antares 20 E,HB-2429,DC1,Y,Y,1
F,4B4E29,DG-808 C,HB-2434,AXA,Y,Y,1
F,4B4E2B,Antares 20 E,HB-2436,DJ,Y,Y,1
I,4B4E2C,Ventus 2cM,HB-2437,MZ,Y,Y,1
F,4B4E2D,DG-808 C,HB-2438,IG,Y,Y,1
I,4B4E2F,Antares 20 E,HB-2440,KE,Y,Y,1
I,4B4E30,DG-808 C,HB-2441,ML,Y,Y,1
I,4B4E31,DG-808 C,HB-2442,S,Y,Y,1
I,4B4E33,ASW-28t,HB2444,B18,Y,Y,1
I,4B4E34,Discus 2cT,HB-2445,ZN,Y,Y,1
F,4B4E36,ASG-29E,HB-2447,69,Y,Y,1
F,4B4E37,Nimbus 4DM,HB-2448,IRR,Y,Y,1
I,4B4E39,ASK-21 MI,HB-2450,,Y,Y,1
I,4B4E3B,Antares 20 E,HB-2452,EM,Y,Y,1
I,4B4E3E,Duo Discus t,HB-2455,LM,Y,Y,1
F,4B4E3F,LS-10,G-LSIO,TA,Y,Y,1
F,4B4E40,Duo Discus xlt,HB-2457,TQ,Y,Y,1
F,4B4E42,HK36 Super Dimona,HB-2459,,Y,Y,1
I,4B4E43,Duo Discus xlt,HB-2460,QM,Y,Y,1
F,4B4E47,Discus 2cT,HB-2464,GZ,Y,Y,1
I,4B4E49,Discus 2cT,HB-2466,KF,Y,Y,1
I,4B4E4A,Arcus T,HB-2467,SX,Y,Y,1
F,4B4E4B,LS-9,HB-2468,BD,Y,Y,1
I,4B4E4C,ASH-26 E,HB-2469,7T,Y,Y,1
I,4B4E4D,Arcus T,HB-2470,SQ,Y,Y,1
I,4B4E4E,Arcus M,HB2471,BF1,Y,Y,1
I,4B4E4F,ASH-31 MI,HB-2472,RD,Y,Y,1
F,4B4E50,ASG-29E,HB-2473,VI,Y,Y,1
I,4B4E51,DG-808 C,HB-2474,GI,Y,Y,1
I,4B4E52,Antares 20 E,HB-2475,T5,Y,Y,1
I,4B4E57,Arcus M,HB-2480,XX,Y,Y,1
F,4B4E58,DG-1000 T,OE-9522,NH,Y,Y,1
F,4B4E5A,ASW-20,D-1270,WM,Y,Y,1
F,4B4E5D,Arcus T,HB-2486,RB,Y,Y,1
I,4B4E5E,Discus 2cT,HB-2487,B8,Y,Y,1
I,4B4E61,Ventus 2ct,HB-2490,490,Y,Y,1
F,4B4E62,DG-808 C,HB-2491,UW,Y,Y,1
F,4B4E65,Ventus 2cxM,HB-2494,XA,Y,Y,1
F,4B4E66,Discus 2cT,HB-2495,TY,Y,Y,1
I,4B4E67,Arcus T,HB-2496,1L,Y,Y,1
I,4B4E68,Arcus T,HB-2497,AT,Y,Y,1
I,4B4E69,ASH-31 MI,HB-2498,GR,Y,Y,1
I,4B4E6B,Arcus M,HB-2500,,Y,Y,1
F,4B4E6C,ASH-31 MI,D-KGMP,ZZ,Y,Y,1
I,4B4E6D,Duo Discus xlt,HB-2502,,Y,Y,1
F,4B4E6F,Arcus T,HB-2504,W1,Y,Y,1
I,4B4E70,DG-1000,HB2505,FB,Y,Y,1
I,4B4E72,ASG-29,HB-2507,PR,Y,Y,1
I,4B4E76,Motorplane,HB-2511,,Y,Y,2
F,4B4E77,ASH-31 MI,HB-2512,FD,Y,Y,1
I,4B4E78,Duo Discus xlt,HB-2513,NJ,Y,Y,1
I,4B4E79,Ventus 2cxT,HB-2514,QL,Y,Y,1
F,4B4E7F,ASH-31 MI,HB-2520,DK,Y,Y,1
I,4B4E82,HPH 304S Shark,HB-2523,WB,Y,Y,1
I,4B4E83,Arcus T,HB2524,IT,Y,Y,1
I,4B4E84,Arcus M,HB-2525,O2,Y,Y,1
F,4B4E85,Arcus M,HB-2526,Alp,Y,Y,1
I,4B4E86,Ventus 2cxM,HB-2527,X6,Y,Y,1
I,4B4E87,Arcus T,HB-2528,KA,Y,Y,1
I,4B4E8C,Discus 2cT,HB-2533,H33,Y,Y,1
I,4B4E8D,JS-3 18M,HB-2534,AS,Y,Y,1
F,4B4E94,JS-3 18M,HB-2541,LR,Y,Y,1
F,4B4E98,Stemme S-10,HB-2545,45,Y,Y,1
F,4B4E99,ASG-29E,HB-2546,CE,Y,Y,1
I,4B4E9D,LS-8 18,HB-2550,ED,Y,Y,1
F,4B4E9F,ASH-31 MI,HB-2552,AR,Y,Y,1
I,4B4EA2,Glasflugel 304S,HB2555,55,Y,Y,1
F,4B4EA7,ASG-32 MI,HB 2560,HM,Y,Y,1
I,4B4EA8,JS-1 Revelation,HB-2561,RS,Y,Y,1
I,4B4EA9,ASG-32 MI,HB-2562,W2,Y,Y,1
I,4B4EAE,Discus 2c,HB-2567,N6,Y,Y,1
F,4B4EB6,HPH 304S Shark,HB-2575,JM,Y,Y,1
F,4B4ECF,JS-1 Revelation,HB-2600,VN,Y,Y,1
F,4B4ED2,Ventus 3M,HB-2603,DK,Y,Y,1
F,4B4ED4,DG-800,HB-2605,Tht,Y,Y,1
F,4B4ED9,SB-10,HB-2610,S10,Y,Y,1
I,4B4EF0,Ventus 3M,HB-2633,EH,Y,Y,1
I,4B4F07,DG-1000 T,HB-2656,NF,Y,Y,1
F,4B4F18,Twin Shark,HB-2673,Z,Y,Y,1
I,4B4F20,Twin Shark,HB-2681,SG,Y,Y,1
F,4B4F33,ASH-31 MI,HB-2700,EB,Y,Y,1
F,4B4F4E,Discus 2cFES,HB-2727,EB,Y,Y,1
I,4B4F63,Discus 2cFES,HB-2748,PE,Y,Y,1
F,4B5018,Arcus M,HB-2929,AA,Y,Y,1
I,4B501C,AS 33,HB-2933,F,Y,Y,1
F,4B5067,ASW-24,HB-3008,CRN,Y,Y,1
F,4B506A,LS-4,HB-3011,OV,Y,Y,1
I,4B506E,ASK-23,HB-3015,,Y,Y,1
F,4B5070,SZD-51 Junior,HB-3017,17,Y,Y,1
